,Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,Year
34,33,33,CLE,Joe Harris,Virginia,9,488,12128,5146,1508,780,.480,.437,.772,24.9,10.5,3.1,1.6,23.1,.092,-0.6,4.2,2014
35,34,34,NYK,Cleanthony Early,Wichita State,2,56,801,241,123,42,.346,.263,.750,14.3,4.3,2.2,0.8,-0.6,-.039,-5.9,-0.8,2014
36,35,35,UTA,Jarnell Stokes,Tennessee,3,28,151,67,40,7,.581,,.531,5.4,2.4,1.4,0.3,0.6,.202,0.1,0.1,2014
37,36,36,MIL,Johnny O'Bryant,LSU,4,147,1684,509,352,69,.402,.360,.663,11.5,3.5,2.4,0.5,0.2,.006,-6.2,-1.8,2014
38,37,37,TOR,DeAndre Daniels,UConn,,,,,,,,,,,,,,,,,,2014
39,38,38,DET,Spencer Dinwiddie,Colorado,9,466,12931,6411,1437,2448,.417,.333,.795,27.7,13.8,3.1,5.3,28.7,.107,0.4,7.8,2014
40,39,39,PHI,Jerami Grant,Syracuse,9,618,16700,7619,2472,897,.456,.358,.737,27.0,12.3,4.0,1.5,32.2,.092,-0.4,6.8,2014
41,40,40,MIN,Glenn Robinson III,Michigan,7,304,5299,1804,776,238,.457,.373,.779,17.4,5.9,2.6,0.8,7.9,.071,-1.7,0.4,2014
42,41,41,DEN,Nikola Jokić,,8,596,18341,12054,6273,3959,.553,.348,.829,30.8,20.2,10.5,6.6,94.5,.247,9.4,52.8,2014
43,42,42,HOU,Nick Johnson,Arizona,1,28,262,74,39,11,.347,.238,.680,9.4,2.6,1.4,0.4,-0.1,-.020,-6.5,-0.3,2014
44,43,43,ATL,Edy Tavares,,2,13,101,33,32,4,.625,,.273,7.8,2.5,2.5,0.3,0.2,.118,-0.4,0.0,2014
45,44,44,MIN,Markel Brown,Oklahoma State,3,113,1794,584,234,132,.380,.295,.781,15.9,5.2,2.1,1.2,1.1,.029,-2.9,-0.4,2014
46,45,45,CHH,Dwight Powell,Stanford,9,587,11178,4432,2663,593,.599,.292,.741,19.0,7.6,4.5,1.0,43.1,.185,0.9,8.3,2014
47,46,46,WAS,Jordan Clarkson,Missouri,9,661,18179,10487,2217,1796,.440,.338,.826,27.5,15.9,3.4,2.7,23.4,.062,-0.6,6.5,2014
48,47,47,PHI,Russ Smith,Louisville,2,27,131,53,15,19,.319,.188,.769,4.9,2.0,0.6,0.7,-0.2,-.068,-5.1,-0.1,2014
49,48,48,MIL,Lamar Patterson,Pitt,2,40,435,93,57,45,.326,.236,.720,10.9,2.3,1.4,1.1,0.1,.006,-5.7,-0.4,2014
50,49,49,CHI,Cameron Bairstow,New Mexico,2,36,167,44,36,7,.296,.200,.846,4.6,1.2,1.0,0.2,-0.1,-.021,-8.1,-0.3,2014
51,50,50,PHO,Alec Brown,Green Bay,,,,,,,,,,,,,,,,,,2014
52,51,51,NYK,Thanasis Antetokounmpo,,5,164,1365,449,294,98,.507,.145,.537,8.3,2.7,1.8,0.6,1.9,.067,-4.0,-0.7,2014
53,52,52,PHI,Vasilije Micić,,,,,,,,,,,,,,,,,,,2014
54,53,53,MIN,Alessandro Gentile,,,,,,,,,,,,,,,,,,,2014
55,54,54,PHI,Nemanja Dangubić,,,,,,,,,,,,,,,,,,,2014
56,55,55,MIA,Semaj Christon,Xavier,1,64,973,183,87,130,.345,.190,.548,15.2,2.9,1.4,2.0,0.1,.006,-5.1,-0.8,2014
57,56,56,DEN,Devyn Marble,Iowa,2,44,457,97,69,29,.304,.222,.375,10.4,2.2,1.6,0.7,-0.3,-.028,-5.5,-0.4,2014
58,57,57,IND,Louis Labeyrie,,,,,,,,,,,,,,,,,,,2014
59,58,58,SAS,Jordan McRae,Tennessee,4,123,1696,846,225,167,.417,.355,.772,13.8,6.9,1.8,1.4,1.7,.048,-2.1,0.0,2014
60,59,59,TOR,Xavier Thames,San Diego State,,,,,,,,,,,,,,,,,,2014
61,60,60,SAS,Cory Jefferson,Baylor,2,58,581,205,161,16,.444,.125,.583,10.0,3.5,2.8,0.3,0.9,.071,-3.3,-0.2,2014
0,1,1,MIN,Karl-Anthony Towns,Kentucky,8,511,17429,11772,5701,1626,.526,.395,.835,34.1,23.0,11.2,3.2,68.7,.189,4.7,29.5,2015
1,2,2,LAL,D'Angelo Russell,Ohio State,8,495,14781,8767,1718,2807,.426,.362,.788,29.9,17.7,3.5,5.7,19.5,.063,0.7,10.0,2015
2,3,3,PHI,Jahlil Okafor,Duke,6,247,4827,2566,1169,225,.542,.222,.676,19.5,10.4,4.7,0.9,7.2,.071,-2.0,0.0,2015
3,4,4,NYK,Kristaps Porziņģis,,7,402,12506,7876,3195,711,.453,.359,.827,31.1,19.6,7.9,1.8,34.8,.133,2.1,13.0,2015
4,5,5,ORL,Mario Hezonja,,5,330,6107,2284,1026,415,.417,.319,.812,18.5,6.9,3.1,1.3,3.2,.025,-2.8,-1.2,2015
5,6,6,SAC,Willie Cauley-Stein,Kentucky,7,422,9276,3675,2470,598,.544,.188,.612,22.0,8.7,5.9,1.4,23.3,.121,-0.1,4.4,2015
6,7,7,DEN,Emmanuel Mudiay,,6,302,7187,3299,884,1143,.401,.323,.744,23.8,10.9,2.9,3.8,-0.2,-.001,-3.2,-2.2,2015
7,8,8,DET,Stanley Johnson,Arizona,8,449,8879,2806,1404,679,.391,.305,.748,19.8,6.2,3.1,1.5,6.9,.037,-2.7,-1.6,2015
8,9,9,CHO,Frank Kaminsky,Wisconsin,8,413,8160,3630,1579,651,.430,.349,.746,19.8,8.8,3.8,1.6,15.9,.094,-0.2,3.7,2015
9,10,10,MIA,Justise Winslow,Duke,8,344,8905,2829,1760,889,.412,.315,.638,25.9,8.2,5.1,2.6,8.2,.044,-2.1,-0.3,2015
10,11,11,IND,Myles Turner,Texas,8,493,14204,6598,3345,602,.498,.353,.771,28.8,13.4,6.8,1.2,38.2,.129,0.8,10.1,2015
11,12,12,UTA,Trey Lyles,Kentucky,8,523,9464,4065,2253,543,.443,.342,.749,18.1,7.8,4.3,1.0,17.0,.086,-1.0,2.3,2015
12,13,13,PHO,Devin Booker,Kentucky,8,530,17907,12688,2105,2521,.461,.356,.868,33.8,23.9,4.0,4.8,35.9,.096,0.9,13.1,2015
13,14,14,OKC,Cameron Payne,Murray State,8,327,5962,2625,730,1119,.420,.363,.816,18.2,8.0,2.2,3.4,9.3,.075,-0.5,2.2,2015
14,15,15,ATL,Kelly Oubre Jr.,Kansas,8,527,13609,6741,2323,538,.434,.330,.751,25.8,12.8,4.4,1.0,19.2,.068,-1.7,0.9,2015
15,16,16,BOS,Terry Rozier,Louisville,8,540,14659,7368,2125,1828,.417,.367,.819,27.1,13.6,3.9,3.4,25.8,.084,0.4,9.0,2015
16,17,17,MIL,Rashad Vaughn,UNLV,3,139,1671,423,158,75,.337,.313,.692,12.0,3.0,1.1,0.5,-0.6,-.017,-4.7,-1.2,2015
17,18,18,HOU,Sam Dekker,Wisconsin,5,201,3097,1094,607,160,.478,.288,.606,15.4,5.4,3.0,0.8,5.4,.083,-1.4,0.5,2015
18,19,19,WAS,Jerian Grant,Notre Dame,5,279,4998,1692,530,805,.411,.323,.770,17.9,6.1,1.9,2.9,8.3,.080,-1.6,0.5,2015
19,20,20,TOR,Delon Wright,Utah,8,461,9798,3321,1498,1440,.455,.353,.805,21.3,7.2,3.2,3.1,26.5,.130,2.3,10.6,2015
20,21,21,DAL,Justin Anderson,Virginia,6,242,3280,1284,621,184,.410,.292,.775,13.6,5.3,2.6,0.8,4.9,.072,-1.5,0.4,2015
21,22,22,CHI,Bobby Portis,Arkansas,8,523,11655,6008,3667,642,.474,.381,.754,22.3,11.5,7.0,1.2,26.4,.109,-0.4,4.7,2015
22,23,23,POR,Rondae Hollis-Jefferson,Arizona,6,305,6759,2760,1684,579,.449,.212,.735,22.2,9.0,5.5,1.9,12.9,.091,-0.7,2.3,2015
23,24,24,CLE,Tyus Jones,Duke,8,535,10317,3630,999,2108,.436,.357,.814,19.3,6.8,1.9,3.9,25.0,.116,0.6,6.8,2015
24,25,25,MEM,Jarell Martin,LSU,4,184,2927,998,639,114,.434,.346,.766,15.9,5.4,3.5,0.6,3.2,.053,-4.3,-1.7,2015
25,26,26,SAS,Nikola Milutinov,,,,,,,,,,,,,,,,,,,2015
26,27,27,LAL,Larry Nance Jr.,Wyoming,8,461,10908,3651,2931,866,.537,.333,.689,23.7,7.9,6.4,1.9,29.3,.129,1.1,8.6,2015
27,28,28,BOS,R.J. Hunter,Georgia State University,4,45,395,133,46,19,.371,.295,.818,8.8,3.0,1.0,0.4,0.4,.051,-2.0,0.0,2015
28,29,29,BRK,Chris McCullough,Syracuse,3,59,532,194,112,15,.426,.306,.548,9.0,3.3,1.9,0.3,0.6,.054,-2.5,-0.1,2015
29,30,30,GSW,Kevon Looney,UCLA,8,449,7972,2299,2510,705,.582,.169,.606,17.8,5.1,5.6,1.6,29.1,.175,0.4,4.8,2015
30,,,,Round 2,Round 2,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced,2015
31,Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,2015
32,31,31,MIN,Cedi Osman,,6,404,9546,3938,1231,814,.427,.353,.715,23.6,9.7,3.0,2.0,10.6,.053,-2.1,-0.3,2015
33,32,32,HOU,Montrezl Harrell,Louisville,8,515,10545,6220,2588,675,.619,.108,.664,20.5,12.1,5.0,1.3,42.9,.195,2.6,12.2,2015
34,33,33,BOS,Jordan Mickey,LSU,3,64,482,152,128,17,.449,.118,.605,7.5,2.4,2.0,0.3,0.5,.050,-4.8,-0.3,2015
35,34,34,LAL,Anthony Brown,Stanford,3,41,762,161,103,28,.328,.286,.850,18.6,3.9,2.5,0.7,-0.2,-.016,-5.1,-0.6,2015
36,35,35,PHI,Willy Hernangómez,,7,344,5149,2524,1982,364,.533,.306,.713,15.0,7.3,5.8,1.1,16.3,.152,0.1,2.8,2015
37,36,36,MIN,Rakeem Christmas,Syracuse,2,30,225,63,57,4,.467,,.724,7.5,2.1,1.9,0.1,0.5,.105,-4.7,-0.2,2015
38,37,37,PHI,Richaun Holmes,Bowling Green,8,418,8271,3735,2247,412,.606,.273,.747,19.8,8.9,5.4,1.0,27.4,.159,0.3,4.8,2015
39,38,38,DET,Darrun Hilliard,Villanova,3,91,859,295,85,71,.377,.304,.747,9.4,3.2,0.9,0.8,0.3,.016,-4.7,-0.6,2015
40,39,39,CHO,Juan Pablo Vaulet,,,,,,,,,,,,,,,,,,,2015
41,40,40,MIA,Josh Richardson,Tennessee,8,503,14562,5924,1552,1346,.428,.365,.840,29.0,11.8,3.1,2.7,25.6,.084,-0.5,5.5,2015
42,41,41,BRK,Pat Connaughton,Notre Dame,8,478,9160,2935,1675,598,.436,.359,.777,19.2,6.1,3.5,1.3,20.6,.108,-0.2,4.2,2015
43,42,42,UTA,Olivier Hanlan,Boston College,,,,,,,,,,,,,,,,,,2015
44,43,43,IND,Joe Young,Oregon,3,127,1077,429,130,119,.393,.296,.768,8.5,3.4,1.0,0.9,0.4,.016,-4.1,-0.6,2015
45,44,44,PHO,Andrew Harrison,Kentucky,3,145,2987,1012,287,399,.373,.294,.779,20.6,7.0,2.0,2.8,3.2,.051,-2.8,-0.6,2015
46,45,45,BOS,Marcus Thornton,William & Mary,,,,,,,,,,,,,,,,,,2015
47,46,46,MIL,Norman Powell,UCLA,8,481,10990,5795,1263,734,.465,.386,.827,22.8,12.0,2.6,1.5,23.0,.100,-0.1,5.3,2015
48,47,47,PHI,Artūras Gudaitis,,,,,,,,,,,,,,,,,,,2015
49,48,48,OKC,Dakari Johnson,Kentucky,1,31,161,55,34,8,.564,,.550,5.2,1.8,1.1,0.3,0.6,.178,-0.3,0.1,2015
50,49,49,WAS,Aaron White,Iowa,,,,,,,,,,,,,,,,,,2015
51,50,50,ATL,Marcus Eriksson,,,,,,,,,,,,,,,,,,,2015
52,51,51,ORL,Tyler Harvey,Eastern Washington,,,,,,,,,,,,,,,,,,2015
53,52,52,DAL,Satnam Singh,,,,,,,,,,,,,,,,,,,2015
54,53,53,CLE,Sir'Dominic Pointer,St. John's,,,,,,,,,,,,,,,,,,2015
55,54,54,UTA,Dani Díez,,,,,,,,,,,,,,,,,,,2015
56,55,55,SAS,Cady Lalanne,UMass,,,,,,,,,,,,,,,,,,2015
57,56,56,NOP,Branden Dawson,Michigan State,1,6,29,5,4,0,.400,,1.000,4.8,0.8,0.7,0.0,0.0,.069,-5.7,0.0,2015
58,57,57,DEN,Nikola Radičević,,,,,,,,,,,,,,,,,,,2015
59,58,58,PHI,J.P. Tokoto,UNC,,,,,,,,,,,,,,,,,,2015
60,59,59,ATL,Dimitrios Agravanis,,,,,,,,,,,,,,,,,,,2015
61,60,60,PHI,Luka Mitrović,,,,,,,,,,,,,,,,,,,2015
0,1,1,PHI,Ben Simmons,LSU,5,317,10431,4673,2480,2383,.560,.139,.591,32.9,14.7,7.8,7.5,32.6,.150,3.4,14.2,2016
1,2,2,LAL,Brandon Ingram,Duke,7,413,13618,7924,2142,1674,.464,.364,.784,33.0,19.2,5.2,4.1,22.1,.078,-0.1,6.7,2016
2,3,3,BOS,Jaylen Brown,California,7,470,13964,8428,2453,1054,.477,.365,.723,29.7,17.9,5.2,2.2,29.5,.101,0.3,8.1,2016
3,4,4,PHO,Dragan Bender,,4,187,3755,1014,720,237,.399,.323,.654,20.1,5.4,3.9,1.3,0.5,.006,-3.9,-1.9,2016
4,5,5,MIN,Kris Dunn,Providence,7,267,6465,2285,915,1153,.432,.313,.744,24.2,8.6,3.4,4.3,5.8,.043,-1.7,0.4,2016
5,6,6,NOP,Buddy Hield,Oklahoma,7,548,16157,8807,2403,1405,.434,.402,.858,29.5,16.1,4.4,2.6,21.4,.064,0.4,9.7,2016
6,7,7,DEN,Jamal Murray,Kentucky,6,410,12517,6937,1515,1722,.447,.373,.870,30.5,16.9,3.7,4.2,26.0,.100,0.5,7.8,2016
7,8,8,SAC,Marquese Chriss,Washington,6,292,5338,2206,1366,298,.456,.290,.667,18.3,7.6,4.7,1.0,6.5,.058,-2.4,-0.5,2016
8,9,9,TOR,Jakob Poeltl,Utah,7,488,10315,3932,3177,798,.628,.500,.536,21.1,8.1,6.5,1.6,34.9,.162,1.2,8.3,2016
9,10,10,MIL,Thon Maker,,5,263,3624,1216,726,161,.435,.327,.680,13.8,4.6,2.8,0.6,6.6,.087,-2.1,-0.1,2016
10,11,11,ORL,Domantas Sabonis,Gonzaga,7,494,14542,7471,4788,2066,.548,.326,.731,29.4,15.1,9.7,4.2,47.2,.156,2.5,16.6,2016
11,12,12,UTA,Taurean Prince,Baylor,7,424,10128,4392,1574,731,.421,.372,.818,23.9,10.4,3.7,1.7,9.6,.046,-1.9,0.1,2016
12,13,13,PHO,Georgios Papagiannis,,2,39,477,160,123,29,.514,.000,.857,12.2,4.1,3.2,0.7,0.4,.044,-3.9,-0.2,2016
13,14,14,CHI,Denzel Valentine,Michigan State,5,256,4817,1795,857,466,.394,.360,.787,18.8,7.0,3.3,1.8,4.5,.044,-1.9,0.2,2016
14,15,15,DEN,Juancho Hernangómez,,7,339,5269,1711,1131,216,.428,.342,.676,15.5,5.0,3.3,0.6,8.7,.080,-1.9,0.1,2016
15,16,16,BOS,Guerschon Yabusele,,2,74,486,173,105,31,.442,.323,.682,6.6,2.3,1.4,0.4,1.1,.105,-1.9,0.0,2016
16,17,17,MEM,Wade Baldwin,Vanderbilt,3,56,579,174,69,78,.355,.250,.776,10.3,3.1,1.2,1.4,-0.3,-.028,-5.3,-0.5,2016
17,18,18,DET,Henry Ellenson,Marquette,5,83,787,342,206,49,.371,.336,.773,9.5,4.1,2.5,0.6,0.4,.023,-3.7,-0.3,2016
18,19,19,DEN,Malik Beasley,Florida State,7,417,9119,4513,1108,542,.422,.378,.808,21.9,10.8,2.7,1.3,11.8,.062,-1.1,2.0,2016
19,20,20,IND,Caris LeVert,Michigan,7,392,10998,5546,1498,1544,.436,.344,.735,28.1,14.1,3.8,3.9,16.3,.071,-0.5,4.3,2016
20,21,21,ATL,DeAndre' Bembry,Saint Joseph's,6,296,5670,1750,950,533,.474,.283,.611,19.2,5.9,3.2,1.8,4.4,.038,-2.3,-0.4,2016
21,22,22,CHO,Malachi Richardson,Syracuse,3,70,625,198,70,24,.358,.301,.783,8.9,2.8,1.0,0.3,-0.1,-.009,-6.1,-0.7,2016
22,23,23,BOS,Ante Žižić,,3,113,1517,674,446,64,.581,,.711,13.4,6.0,3.9,0.6,3.5,.110,-2.6,-0.2,2016
23,24,24,PHI,Timothé Luwawu-Cabarrot,,6,328,5254,1937,656,293,.391,.335,.829,16.0,5.9,2.0,0.9,4.7,.043,-4.0,-2.7,2016
24,25,25,LAC,Brice Johnson,UNC,2,21,107,47,34,3,.449,.000,.600,5.1,2.2,1.6,0.1,0.1,.062,-0.6,0.0,2016
25,26,26,PHI,Furkan Korkmaz,,6,293,5147,2156,616,366,.406,.356,.764,17.6,7.4,2.1,1.2,7.2,.068,-1.9,0.1,2016
26,27,27,TOR,Pascal Siakam,New Mexico State,7,471,14432,8010,3078,1656,.487,.327,.774,30.6,17.0,6.5,3.5,41.0,.136,2.0,14.6,2016
27,28,28,PHO,Skal Labissière,Kentucky,4,148,2595,1069,662,152,.492,.353,.748,17.5,7.2,4.5,1.0,4.4,.081,-2.3,-0.2,2016
28,29,29,SAS,Dejounte Murray,Washington,6,394,10950,5508,2309,1988,.458,.335,.784,27.8,14.0,5.9,5.0,21.1,.093,1.6,9.9,2016
29,30,30,GSW,Damian Jones,Vanderbilt,7,240,3512,1259,807,178,.662,.383,.706,14.6,5.2,3.4,0.7,10.4,.143,-1.0,0.9,2016
30,,,,Round 2,Round 2,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced,2016
31,Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,2016
32,31,31,BOS,Deyonta Davis,Michigan State,3,107,1299,454,346,47,.599,.000,.635,12.1,4.2,3.2,0.4,3.6,.131,-2.1,0.0,2016
33,32,32,LAL,Ivica Zubac,,7,436,9016,3819,3106,487,.605,.083,.741,20.7,8.8,7.1,1.1,32.8,.175,0.3,5.1,2016
34,33,33,LAC,Cheick Diallo,Kansas,5,183,2186,958,759,78,.596,.286,.774,11.9,5.2,4.1,0.4,6.3,.139,-1.4,0.3,2016
35,34,34,PHO,Tyler Ulis,Kentucky,3,133,2782,998,223,537,.403,.280,.808,20.9,7.5,1.7,4.0,0.5,.008,-3.6,-1.1,2016
36,35,35,BOS,Rade Zagorac,,,,,,,,,,,,,,,,,,,2016
37,36,36,MIL,Malcolm Brogdon,Virginia,7,400,11796,6159,1678,1844,.467,.388,.879,29.5,15.4,4.2,4.6,30.0,.122,1.4,10.0,2016
38,37,37,HOU,Chinanu Onuaku,Louisville,2,6,74,18,14,4,.583,,1.000,12.3,3.0,2.3,0.7,0.1,.043,-5.4,-0.1,2016
39,38,38,MIL,Patrick McCaw,UNLV,5,199,3373,760,319,270,.420,.305,.785,16.9,3.8,1.6,1.4,4.4,.062,-2.8,-0.6,2016
40,39,39,NOP,David Michineau,,,,,,,,,,,,,,,,,,,2016
